iter	RMSE
495	50.59606393
496	50.57994397
497	50.56978235
498	50.55735062
499	50.54513807
500	50.5324355
501	50.52038776
502	50.51298714
503	50.49355922
504	50.47915927
505	50.4572439
506	50.45513038
507	50.4321552
508	50.40794857
509	50.40480547
510	50.39640203
511	50.38426505
512	50.37358946
513	50.35269653
514	50.35228596
515	50.34186939
516	50.33311685
517	50.32620917
518	50.31398838
519	50.31359897
520	50.30525665
521	50.29919339
522	50.27953166
523	50.26698921
524	50.25880712
525	50.24257782
526	50.22707243
527	50.20219377
528	50.20174032
529	50.20121651
530	50.19981841
531	50.19218539
532	50.17777279
533	50.16857695
534	50.16504706
535	50.15633069
536	50.14385941
537	50.13368058
538	50.12069912
539	50.10907557
540	50.10284523
541	50.09078797
542	50.08164122
543	50.07375298
544	50.06260942
545	50.05225482
546	50.04512961
547	50.03405605
548	50.02541775
549	50.0122479
550	50.00025374
551	49.98765396
552	49.97802065
553	49.96692872
554	49.95838186
555	49.95193371
556	49.94987621
557	49.9412371
558	49.92206485
559	49.90845109
560	49.90626301
561	49.88652594
562	49.87528783
563	49.86882251
564	49.85886105
565	49.85663422
566	49.84521357
567	49.84002886
568	49.83650046
569	49.81159092
570	49.7894413
571	49.77708369
572	49.77679377
573	49.76429871
574	49.74963743
575	49.73240694
576	49.7268991
577	49.71863679
578	49.70838499
579	49.69418339
580	49.68401022
581	49.68373464
582	49.67232041
583	49.6596901
584	49.65050008
585	49.64701785
586	49.62917244
587	49.6217714
588	49.61748743
589	49.614638
590	49.61436656
591	49.60450841
592	49.59888447
593	49.58266398
594	49.5713877
595	49.57010065
596	49.55363934
597	49.55047496
598	49.54857563
599	49.53500669
600	49.52370855
601	49.50413732
602	49.49353557
603	49.49185864
604	49.47492988
605	49.45976198
606	49.44692098
607	49.43568206
608	49.4169104
609	49.4057656
610	49.38883013
611	49.37604775
612	49.37270921
613	49.36647568
614	49.34279516
615	49.33572573
616	49.32865311
617	49.32146061
618	49.31851327
619	49.30791117
620	49.30767174
621	49.29894942
622	49.29208987
623	49.28222214
624	49.27377329
625	49.26064103
626	49.26040674
627	49.25104907
628	49.24184655
629	49.23130279
630	49.22246978
631	49.20315584
632	49.18590179
633	49.17597277
634	49.16707198
635	49.15600302
636	49.12993415
637	49.11345721
638	49.09781572
639	49.0911342
640	49.07550885
641	49.06621638
642	49.05248722
643	49.04607136
644	49.03513301
645	49.01909719
646	49.00673271
647	48.98592272
648	48.96314742
649	48.95077203
650	48.94797022
651	48.94774725
652	48.94753229
653	48.94324906
654	48.92710226
655	48.90494301
656	48.88928439
657	48.87088199
658	48.87067193
659	48.86093518
660	48.85599437
661	48.8533612
662	48.8440607
663	48.83104626
664	48.81974064
665	48.80119849
666	48.78102039
667	48.75862345
668	48.75851142
669	48.74978625
670	48.74026582
671	48.72686527
672	48.70398713
673	48.68989952
674	48.67659796
675	48.67434971
676	48.67396308
677	48.67133475
678	48.66306401
679	48.66223524
680	48.66057635
681	48.65906164
682	48.65679168
683	48.64592949
684	48.64244468
685	48.63544092
686	48.62526724
687	48.61708829
688	48.6113468
689	48.603743
690	48.60240038
691	48.59545998
692	48.58743887
693	48.57678201
694	48.56879836
695	48.56641086
696	48.55976578
697	48.55653613
698	48.54856474
699	48.53551294
700	48.52587587
701	48.51773923
702	48.51592674
703	48.50926809
704	48.49988642
705	48.49282245
706	48.48644819
707	48.46490463
708	48.46379369
709	48.45254643
710	48.43571235
711	48.43482674
712	48.43003553
713	48.42541984
714	48.42357558
715	48.41657697
716	48.40564941
717	48.40292911
718	48.39462982
719	48.38445682
720	48.38177023
721	48.36813419
722	48.36653645
723	48.36074722
724	48.34101297
725	48.34028633
726	48.33525057
727	48.32608758
728	48.31004629
729	48.30120432
730	48.29233867
731	48.27403314
732	48.26712209
733	48.25592927
734	48.23955386
735	48.22538209
736	48.20546561
737	48.19120993
738	48.18999132
739	48.18904311
740	48.18535984
741	48.18271481
742	48.17707763
743	48.16360818
744	48.15171477
745	48.1494012
746	48.13866071
747	48.12677643
748	48.122456
749	48.10875781
750	48.105017
751	48.09857781
752	48.08832891
753	48.08034981
754	48.06100882
755	48.0579087
756	48.040263
757	48.03513456
758	48.02844204
759	48.01188069
760	47.99208488
761	47.98985081
762	47.98705034
763	47.9738607
764	47.96696266
765	47.96043075
766	47.95091507
767	47.94349309
768	47.93590407
769	47.92334515
770	47.9138619
771	47.90171277
772	47.89467342
773	47.89212344
774	47.87699063
775	47.86785794
776	47.85049389
777	47.85041545
778	47.84446398
779	47.84438899
780	47.83676671
781	47.82570735
782	47.81448562
783	47.8076358
784	47.79400232
785	47.78348874
786	47.7731872
787	47.76388951
788	47.75712105
789	47.75089534
790	47.74507158
791	47.73837596
792	47.73221946
793	47.72257047
794	47.72085338
795	47.71258795
796	47.71020829
797	47.69919505
798	47.69322479
799	47.69307152
800	47.6828949
801	47.68271312
802	47.68079384
803	47.68041327
804	47.67180761
805	47.66369452
806	47.64990333
807	47.64741116
808	47.64016678
809	47.62811427
810	47.61725562
811	47.60579826
812	47.59688336
813	47.58354374
814	47.57923084
815	47.57757658
816	47.56719383
817	47.55505713
818	47.54502017
819	47.53772262
820	47.53758194
821	47.53350087
822	47.52558702
823	47.51138176
824	47.49881239
825	47.49185186
826	47.48404241
827	47.47294714
828	47.46051969
829	47.4560399
830	47.45015344
831	47.43515778
832	47.43499945
833	47.43317742
834	47.42583867
835	47.42572064
836	47.42175152
837	47.40420789
838	47.38718192
839	47.38524681
840	47.38514022
841	47.37502268
842	47.37496669
843	47.36170211
844	47.35442227
845	47.34462691
846	47.33324752
847	47.33136334
848	47.32358103
849	47.31744241
850	47.30393817
851	47.2986535
852	47.29476607
853	47.29404367
854	47.28730478
855	47.28720978
856	47.28093305
857	47.28082827
858	47.26961843
859	47.25086942
860	47.23943105
861	47.2361371
862	47.23010914
863	47.22524296
864	47.21912374
865	47.20315903
866	47.19386731
867	47.19158664
868	47.18768426
869	47.17936843
870	47.17843085
871	47.16980166
872	47.15831044
873	47.14818237
874	47.13590283
875	47.12647435
876	47.11303234
877	47.1029764
878	47.09250399
879	47.08048267
880	47.06855774
881	47.05944116
882	47.0544239
883	47.04741889
884	47.03760766
885	47.03401138
886	47.02207048
887	47.00625466
888	47.00402559
889	47.00244863
890	46.99603377
891	46.97871727
892	46.96494428
893	46.96038634
894	46.95080548
895	46.9454864
896	46.93977401
897	46.92779444
898	46.9215448
899	46.91713216
900	46.91123698
901	46.91094944
902	46.90613148
903	46.9042519
904	46.90357531
905	46.90016003
906	46.89586384
907	46.89404547
908	46.88185029
909	46.88108192
910	46.87218314
911	46.8676433
912	46.86544219
913	46.86141193
914	46.85655453
915	46.85019485
916	46.84193
917	46.83856652
918	46.82704296
919	46.81672146
920	46.80997321
921	46.80325552
922	46.79027356
923	46.7837501
924	46.77492596
925	46.76900134
926	46.75833018
927	46.7442122
928	46.73376505
929	46.73159206
930	46.72462066
931	46.72188367
932	46.71206449
933	46.70484912
934	46.6946187
935	46.68369005
936	46.67450472
937	46.66025626
938	46.6533832
939	46.63925766
940	46.63053169
941	46.62760995
942	46.61988678
943	46.61007582
944	46.60484053
945	46.59213801
946	46.58526088
947	46.58303731
948	46.58054453
949	46.57553151
950	46.56969125
951	46.56766521
952	46.56242513
953	46.54952949
954	46.54771036
955	46.53613675
956	46.52815098
957	46.51745717
958	46.51217396
959	46.50393654
960	46.49665871
961	46.49430229
962	46.48307385
963	46.48209127
964	46.47584863
965	46.46656514
966	46.4566986
967	46.45060508
968	46.44747539
969	46.44674987
970	46.44583146
971	46.43816343
972	46.42546244
973	46.41650069
974	46.41351741
975	46.40227925
976	46.39755001
977	46.38984378
978	46.38558244
979	46.37859258
980	46.37555075
981	46.36825963
982	46.36392364
983	46.35586163
984	46.3524765
985	46.33776834
986	46.33649088
987	46.32773497
988	46.32365435
989	46.31630176
990	46.31044886
991	46.30673762
992	46.29812533
993	46.28806387
994	46.27834845
995	46.27748021
996	46.27414432
997	46.26839194
998	46.26087289
999	46.24883529
