iter	RMSE
156	11031.20204
157	11013.10262
158	10990.65525
159	10965.14818
160	10938.08753
161	10894.46805
162	10877.93317
163	10862.81561
164	10841.57224
165	10815.4917
166	10800.82466
167	10765.63319
168	10743.00593
169	10727.47093
170	10702.10137
171	10678.45377
172	10651.61412
173	10631.18591
174	10618.31358
175	10595.90525
176	10573.44532
177	10552.63768
178	10529.58641
179	10506.51516
180	10493.81282
181	10464.90041
182	10447.5745
183	10431.68475
184	10406.12232
185	10386.55156
186	10372.46945
187	10356.51293
188	10336.49856
189	10315.9163
190	10304.71424
191	10291.95688
192	10270.45821
193	10251.96542
194	10232.83228
195	10203.79133
196	10178.97999
197	10158.19993
198	10142.30253
199	10128.28069
200	10112.32234
201	10099.07896
202	10087.0329
203	10070.51411
204	10056.82907
205	10031.75504
206	10015.89539
207	10001.7129
208	9976.324201
209	9958.575276
210	9930.021061
211	9905.636131
212	9875.260457
213	9865.011693
214	9854.782214
215	9833.010822
216	9805.226608
217	9792.892685
218	9754.763411
219	9743.385026
220	9730.19714
221	9720.612097
222	9708.73385
223	9700.258019
224	9690.636859
225	9675.677858
226	9662.255
227	9650.666357
228	9634.483152
229	9617.080589
230	9604.592104
231	9595.55485
232	9581.871225
233	9566.362082
234	9545.566294
235	9528.009295
236	9506.635622
237	9498.163144
238	9489.476512
239	9475.367691
240	9459.563186
241	9437.822447
242	9423.296381
243	9408.241246
244	9400.47064
245	9380.18632
246	9370.777798
247	9360.801035
248	9348.761258
249	9340.735816
250	9330.176938
251	9309.520605
252	9304.478797
253	9293.545232
254	9287.293818
255	9274.664694
256	9260.312177
257	9241.749096
258	9227.832325
259	9218.360601
260	9201.715869
261	9196.132521
262	9182.352546
263	9163.733166
264	9154.110133
265	9134.696093
266	9122.012337
267	9116.078747
268	9104.057275
269	9096.125742
270	9087.122577
271	9071.566186
272	9064.444967
273	9059.321859
274	9053.645703
275	9047.422546
276	9037.955614
277	9031.56698
278	9007.610726
279	8997.669089
280	8988.654402
281	8972.34985
282	8968.161246
283	8952.666939
284	8942.713682
285	8926.223161
286	8895.698294
287	8885.661914
288	8882.093941
289	8867.19435
290	8845.262428
291	8825.238703
292	8803.63401
293	8799.05123
294	8788.197271
295	8774.894043
296	8758.184019
297	8748.967045
298	8744.952816
299	8729.970195
300	8712.112408
301	8700.726798
302	8688.808325
303	8675.739467
304	8660.287896
305	8647.426953
306	8644.340403
307	8630.242851
308	8610.620063
309	8601.275316
310	8592.502498
311	8580.401332
312	8576.102937
313	8563.556231
314	8558.984738
315	8546.822285
316	8543.893698
317	8538.936209
318	8523.666748
319	8510.088505
320	8505.167833
321	8485.548823
322	8469.380611
323	8466.873779
324	8462.701253
325	8444.439651
326	8429.309716
327	8420.148034
328	8405.004237
329	8394.994809
330	8387.84253
331	8373.715604
332	8356.555893
333	8350.143909
334	8336.362753
335	8333.90929
336	8331.523072
337	8320.041387
338	8317.846403
339	8310.059258
340	8297.441973
341	8295.141719
342	8275.998196
343	8264.537025
344	8252.934966
345	8247.555807
346	8223.570025
347	8221.329826
348	8219.471371
349	8217.454371
350	8201.549833
351	8187.591826
352	8181.2288
353	8168.24387
354	8158.873158
355	8155.238585
356	8152.126643
357	8139.681719
358	8124.573763
359	8122.701196
360	8121.031538
361	8109.699192
362	8092.131627
363	8077.576197
364	8075.618985
365	8074.036172
366	8065.697008
367	8061.00204
368	8023.577305
369	8009.901569
370	7996.523228
371	7992.095312
372	7978.680454
373	7971.678564
374	7964.100786
375	7958.276545
376	7954.380267
377	7949.923138
378	7927.534192
379	7925.701227
380	7920.400229
381	7909.097067
382	7895.943598
383	7892.235761
384	7873.61318
385	7862.063569
386	7846.223832
387	7837.055279
388	7824.751543
389	7823.150293
390	7817.883369
391	7807.372909
392	7790.654815
393	7778.271459
394	7771.078387
395	7763.297921
396	7755.600952
397	7746.190557
398	7744.7686
399	7734.023487
400	7723.181681
401	7721.852832
402	7708.857427
403	7698.484585
404	7697.306164
405	7695.948164
406	7681.085986
407	7679.956729
408	7666.87397
409	7656.817073
410	7647.362944
411	7634.699239
412	7624.532378
413	7615.666118
414	7609.042158
415	7597.597467
416	7588.790128
417	7574.176915
418	7565.959766
419	7553.51119
420	7552.004127
421	7541.103293
422	7520.775776
423	7517.163593
424	7503.766261
425	7489.104111
426	7485.903168
427	7482.70843
428	7472.059781
429	7470.941202
430	7462.968339
431	7449.132332
432	7437.251348
433	7435.783993
434	7429.282416
435	7426.040666
436	7425.00778
437	7423.864908
438	7418.649071
439	7415.859493
440	7414.751231
441	7413.768244
442	7405.173903
443	7403.927583
444	7402.018716
445	7390.778833
446	7378.743045
447	7347.39798
448	7333.514876
449	7322.486978
450	7310.958526
451	7300.805771
452	7293.129434
453	7282.925373
454	7271.267086
455	7259.728015
456	7249.531521
457	7248.539553
458	7244.222644
459	7233.055822
460	7226.419271
461	7224.19283
462	7211.128946
463	7200.010179
464	7199.149411
465	7180.883584
466	7174.264684
467	7169.919176
468	7158.569298
469	7154.233823
470	7143.013014
471	7132.620826
472	7124.268647
473	7118.109117
474	7108.611124
475	7101.743165
476	7100.895462
477	7091.464056
478	7090.240322
479	7078.649279
480	7071.756653
481	7069.783825
482	7069.00535
483	7064.208076
484	7047.156222
485	7045.753965
486	7044.992533
487	7037.571244
488	7032.99791
489	7026.136308
490	7015.003381
491	7006.925205
492	6996.896483
493	6991.247719
494	6972.976937
495	6971.882024
496	6960.682331
497	6945.406867
498	6928.142321
499	6923.469458
500	6917.068954
501	6913.464398
502	6902.186936
503	6893.099298
504	6892.472189
505	6876.838247
506	6867.414806
507	6860.324463
508	6847.126192
509	6838.781652
510	6828.540039
511	6827.898261
512	6816.52079
513	6809.92175
514	6802.145737
515	6796.198744
516	6794.262106
517	6789.038979
518	6781.131937
519	6775.920977
520	6771.432159
521	6764.730442
522	6752.950673
523	6747.056866
524	6731.442753
525	6718.917481
526	6718.221076
527	6710.32481
528	6706.488168
529	6696.473099
530	6688.224284
531	6687.424268
532	6679.724849
533	6671.086926
534	6666.731352
535	6657.90357
536	6650.563593
537	6649.905749
538	6645.583627
539	6638.690466
540	6632.046222
541	6626.372862
542	6616.787389
543	6613.2734
544	6608.722846
545	6596.758041
546	6585.025533
547	6567.241069
548	6559.138667
549	6557.570581
550	6553.516023
551	6552.920705
552	6552.138461
553	6551.661173
554	6538.471652
555	6526.787469
556	6517.954955
557	6510.791042
558	6510.100116
559	6505.864357
560	6495.840234
561	6489.106678
562	6479.330985
563	6472.938694
564	6465.548746
565	6449.251701
566	6443.766799
567	6429.841235
568	6428.411016
569	6419.141332
570	6411.025174
571	6401.734955
572	6391.482834
573	6382.44995
574	6375.481683
575	6374.750471
576	6374.203049
577	6365.353227
578	6357.164206
579	6349.034813
580	6338.599674
581	6332.018439
582	6323.37532
583	6318.162142
584	6308.14419
585	6293.45396
586	6288.320612
587	6283.049058
588	6281.812799
589	6271.265873
590	6265.847415
591	6265.383398
592	6257.470288
593	6246.206589
594	6242.03252
595	6233.034886
596	6228.076285
597	6220.877538
598	6212.180599
599	6211.711359
600	6207.844285
601	6201.693009
602	6193.326523
603	6184.922561
604	6183.857494
605	6169.886488
606	6156.596871
607	6154.425311
608	6148.745712
609	6144.716334
610	6140.012714
611	6135.043163
612	6125.687248
613	6120.869743
614	6119.009319
615	6118.087083
616	6114.472316
617	6110.994645
618	6109.206496
619	6096.561105
620	6088.633271
621	6081.39155
622	6075.759845
623	6069.344824
624	6059.249054
625	6054.359299
626	6051.880734
627	6050.146568
628	6047.849652
629	6044.204712
630	6038.403963
631	6028.057286
632	6023.459845
633	6018.640678
634	6018.014136
635	6017.601329
636	6015.225315
637	6010.765653
638	5999.110498
639	5986.402156
640	5980.112518
641	5969.131015
642	5958.68248
643	5947.782745
644	5940.543115
645	5936.682195
646	5927.771587
647	5927.277147
648	5926.852962
649	5916.99148
650	5915.706656
651	5910.347841
652	5900.985186
653	5898.691777
654	5895.005826
655	5887.889341
656	5881.745674
657	5880.653096
658	5871.998153
659	5865.796263
660	5858.995544
661	5855.481181
662	5854.480402
663	5848.240776
664	5846.371621
665	5842.461443
666	5834.557481
667	5828.948954
668	5825.478065
669	5825.05615
670	5824.231132
671	5817.05488
672	5810.632537
673	5806.07073
674	5798.999541
675	5791.725282
676	5787.689693
677	5781.507822
678	5778.661607
679	5777.939866
680	5774.276012
681	5768.459436
682	5763.151122
683	5754.55893
684	5750.634696
685	5745.064875
686	5736.56984
687	5732.683611
688	5728.280457
689	5725.115494
690	5716.627893
691	5713.448151
692	5705.732411
693	5705.193506
694	5697.903132
695	5696.50432
696	5691.223566
697	5685.252678
698	5680.787074
699	5680.356552
700	5679.108135
701	5678.685223
702	5675.785959
703	5670.467015
704	5666.651007
705	5661.923312
706	5653.40304
707	5647.90538
708	5644.474916
709	5639.837287
710	5634.641388
711	5632.447749
712	5627.156217
713	5626.837201
714	5621.739459
715	5617.513669
716	5608.650223
717	5603.875735
718	5601.13071
719	5597.432173
720	5591.383424
721	5586.198328
722	5583.718662
723	5580.168177
724	5579.778519
725	5572.282437
726	5564.197286
727	5563.823485
728	5556.138916
729	5555.302017
730	5554.906287
731	5554.118183
732	5553.7672
733	5549.041603
734	5541.832865
735	5539.037637
736	5529.487189
737	5524.434624
738	5518.527903
739	5513.397711
740	5506.529373
741	5500.905802
742	5498.245489
743	5494.59115
744	5488.869901
745	5488.578477
746	5481.142548
747	5473.925765
748	5473.118189
749	5466.39058
750	5466.110667
751	5462.426852
752	5462.039536
753	5454.018284
754	5453.272898
755	5450.363078
756	5445.190906
757	5444.94876
758	5440.476966
759	5440.223701
760	5431.982673
761	5427.227292
762	5426.892984
763	5416.920501
764	5409.842316
765	5407.500435
766	5407.181053
767	5400.11297
768	5395.090981
769	5388.257322
770	5383.52899
771	5377.508876
772	5371.060247
773	5366.054043
774	5361.371723
775	5358.67722
776	5351.420713
777	5345.574639
778	5338.232363
779	5337.934417
780	5336.726797
781	5333.786185
782	5333.486775
783	5330.442398
784	5327.616257
785	5324.696144
786	5324.188296
787	5322.501759
788	5318.520939
789	5311.649733
790	5311.366561
791	5306.258478
792	5306.045119
793	5300.298368
794	5298.564263
795	5289.837008
796	5289.60429
797	5284.784861
798	5281.041256
799	5276.579991
800	5273.953304
801	5269.232206
802	5263.792482
803	5263.256506
804	5257.246357
805	5251.225874
806	5245.222102
807	5239.847607
808	5236.708535
809	5232.887291
810	5228.775802
811	5228.543042
812	5228.265114
813	5225.504098
814	5221.95261
815	5217.439475
816	5213.640315
817	5209.259188
818	5205.146933
819	5204.918582
820	5200.810465
821	5200.590749
822	5196.040069
823	5193.045095
824	5187.244402
825	5184.744652
826	5180.795304
827	5178.288017
828	5177.128298
829	5176.008105
830	5175.749929
831	5169.286808
832	5165.813921
833	5162.088982
834	5157.934082
835	5154.844728
836	5149.856502
837	5147.462573
838	5145.059525
839	5140.747879
840	5134.744425
841	5134.475697
842	5131.373165
843	5128.40116
844	5125.706585
845	5120.374859
846	5116.660779
847	5111.429878
848	5109.326289
849	5108.057882
850	5103.463355
851	5102.865435
852	5102.452895
853	5102.121561
854	5099.842971
855	5094.899042
856	5094.656751
857	5094.48582
858	5085.925454
859	5085.731503
860	5082.746891
861	5080.546079
862	5080.37598
863	5080.150547
864	5077.73221
865	5077.555144
866	5071.097236
867	5064.608302
868	5054.221815
869	5046.905221
870	5045.934828
871	5044.997432
872	5044.781189
873	5038.704069
874	5036.224353
875	5028.521043
876	5028.304905
877	5022.546696
878	5018.353788
879	5017.860085
880	5014.866353
881	5012.287631
882	5012.081866
883	5009.26935
884	5002.755516
885	4997.600158
886	4993.355406
887	4989.596166
888	4984.070584
889	4976.862677
890	4974.563011
891	4966.15146
892	4964.508696
893	4964.353136
894	4958.835353
895	4958.686609
896	4957.600041
897	4957.452068
898	4952.735223
899	4949.026765
900	4948.883835
901	4944.816417
902	4943.149973
903	4937.493767
904	4931.410834
905	4931.273405
906	4927.882918
907	4923.391127
908	4917.931012
909	4914.319277
910	4912.733588
911	4910.273904
912	4908.524656
913	4905.943896
914	4902.56016
915	4898.590444
916	4895.384012
917	4894.129572
918	4892.801968
919	4888.110228
920	4886.313479
921	4886.120161
922	4880.363111
923	4880.229329
924	4876.340449
925	4875.216002
926	4874.002844
927	4870.731938
928	4864.729951
929	4864.160873
930	4859.594223
931	4856.26331
932	4853.921496
933	4853.788765
934	4848.025808
935	4847.894151
936	4843.083408
937	4837.718369
938	4832.986163
939	4828.662298
940	4826.945488
941	4826.820861
942	4824.490421
943	4821.626759
944	4820.488734
945	4819.564752
946	4815.373779
947	4811.238975
948	4809.270021
949	4807.020534
950	4806.151236
951	4801.401848
952	4800.641935
953	4799.531716
954	4798.729256
955	4796.763431
956	4795.686086
957	4793.43944
958	4789.376463
959	4787.393347
960	4784.461784
961	4784.343534
962	4778.556618
963	4774.635951
964	4773.658713
965	4769.404672
966	4763.644742
967	4759.986349
968	4756.226496
969	4753.825437
970	4752.850424
971	4748.172242
972	4745.327804
973	4743.714349
974	4741.191839
975	4741.005861
976	4739.301858
977	4739.177559
978	4735.129012
979	4734.174886
980	4733.021487
981	4732.334904
982	4727.124483
983	4726.752183
984	4726.074449
985	4724.472755
986	4723.928243
987	4722.309078
988	4720.372719
989	4716.319859
990	4711.143754
991	4707.348327
992	4707.180006
993	4700.637243
994	4698.070761
995	4696.301422
996	4695.795163
997	4695.705712
998	4693.103539
999	4693.011805
